237 100
/people/person/profession	0.8138595,0.21251942,-1.3372192,0.13259242,-1.0810362,-0.47398478,1.1222818,1.7881188,-0.2707747,-0.8582371,-0.7739589,-1.1184618,-1.4757204,-1.2847059,0.54374415,-1.2660552,-0.80989045,-1.6948746,-0.6382539,0.9463322,-1.0513693,-0.74474573,-0.46528447,1.010956,-1.9219348,-0.09258361,0.79623157,-0.41093665,0.23644453,0.68625367,0.068475805,0.9836424,0.89025724,-1.1800964,-1.3252356,0.36625406,-0.79071385,1.5385123,2.099632,-1.2549243,-0.74046093,0.9550673,-1.2515177,1.6243916,-0.89518934,-0.5784706,-0.31019062,1.2254388,-1.2510773,-0.9875477,1.2254219,1.7182132,-0.74045795,-1.5947639,0.3378148,-0.7871101,-1.2182168,-1.6694875,1.4274678,-0.34271294,0.43409225,1.1539346,1.3408945,1.2704543,0.6594552,-0.5389767,-0.6100315,1.1846688,0.99653757,0.45219803,0.8654316,0.037901964,1.2002949,0.41121945,-1.3183136,0.31576398,0.6804034,0.99454015,-1.4413282,-0.34493506,-0.8712628,1.3141744,-0.6751231,0.9926761,0.47985628,0.19190416,-0.396932,-0.90148795,0.76937395,0.4800353,1.5445472,-0.035674036,-0.6567262,0.49880046,-0.6882029,1.0177711,0.11891568,-0.33379653,-1.0867648,1.7502705
/government/legislative_session/members./government/government_position_held/legislative_sessions	1.3912952,-0.5254881,-1.00368,-0.6129218,-2.3943474,0.7209163,0.51501626,-0.2817426,-0.02585278,0.59369236,-0.010396258,0.81563234,-1.2188472,0.07395423,1.590272,0.0344715,-1.0488197,-0.93002343,0.31132355,0.5056075,-0.08496915,1.7928925,-0.9161724,0.46470526,1.7777464,-0.51177615,-0.3164919,-0.6138994,-0.27716023,0.52725756,1.5226877,0.6741427,-1.3768418,1.1595418,-0.7401401,-0.11313918,-0.55808264,0.6568408,0.41634417,1.1333786,-0.2910784,-0.20394814,-0.120196216,-1.199808,0.4507687,0.96524215,-1.1515933,2.380063,0.84566057,0.06583109,-0.13757579,0.21829236,1.6840894,-1.2622272,0.218598,0.4061828,2.3106885,-1.1612122,0.19655652,-0.33864635,-0.09127614,-0.0856827,0.7926557,0.57840586,0.3701213,1.1109939,0.6381771,-0.5441243,-0.55090207,-0.75060195,-1.2898756,-0.74092686,0.10366366,1.2546624,0.8073755,0.6125822,-0.8379183,-0.48638356,-0.32129243,1.6939318,-1.8765987,-0.8989388,0.26674438,-0.5579915,-0.56407297,1.8575109,-0.52165186,-0.8165453,-0.8046244,-0.49717152,-0.60028076,0.046964746,0.4061251,2.363511,0.36076832,-2.0638912,-0.11178846,-0.5122618,-1.8845723,-1.1959016
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	-0.016944423,-1.8584737,-1.1585314,1.4808309,0.19183527,0.6476344,1.0388085,1.5608264,0.38596335,-0.4211191,-0.1472263,0.10710069,0.86162764,-0.15657,-1.6861159,1.8151368,-0.79246813,0.52248466,0.25696275,0.3770788,1.7342975,1.212775,-1.7730404,2.2030656,0.10743536,-0.24404933,0.49868223,0.71681833,0.2502981,0.78549826,0.035220105,-1.1296444,-0.683457,0.044261493,-0.1053753,1.8118147,-0.0992522,-0.62712395,0.5313685,-0.40946436,-1.2957577,-0.49005666,-0.96471006,0.6458638,0.5003042,0.8730853,0.7650245,-1.1900743,0.9416925,2.2922869,-1.5515423,-0.034748867,-1.1894214,-0.032628663,0.67151934,1.1581281,-1.0845976,-0.29029644,1.1069496,-0.22492464,-0.51484334,-2.411099,1.2977806,0.89458066,1.032842,0.72963166,0.041188985,-1.2572304,0.83641356,1.4124612,0.66915566,-0.86552805,0.069860205,-0.9890954,1.2071884,-1.0350592,0.6513377,1.33904,0.07099778,-0.5825379,-1.4080178,-0.6946686,-0.76121277,2.248961,1.060042,-1.2520119,1.0829864,2.331785,0.6158701,-1.5773182,-0.75818557,1.4768585,-0.29115316,0.405025,-0.566162,0.14170934,-0.63588005,-0.22000204,0.4342773,0.2665726
/education/university/local_tuition./measurement_unit/dated_money_value/currency	-2.169293,0.10736279,-0.45069978,-1.6010468,0.9120323,0.5409025,0.20475982,0.209009,0.7152907,-0.37663224,0.77885145,2.623218,0.24255918,0.14650671,0.6670033,-1.2775759,0.05494462,-0.12487635,0.901705,0.726524,0.84607136,0.16692178,1.7789059,-0.53045124,-1.6600958,0.63002366,0.13391712,-0.64823157,-1.1861937,1.6846476,0.706698,-0.6424204,1.1717242,0.2996802,-0.54441017,0.7791117,-0.55803716,1.1205757,-0.94748646,-2.144502,1.4464636,-0.16719799,-1.3272897,-0.36183056,-0.2663909,-1.1203958,-0.10512166,0.8789073,-1.3644891,0.84259963,0.90933514,0.64237046,0.044239193,1.1203063,0.44929558,-0.78958946,0.6713255,0.25836107,1.2599151,0.41815186,-1.3271672,-1.5621917,-0.7412066,-1.2502532,-0.51620907,-1.2702605,-0.8124607,0.8148774,0.55011356,0.6975058,0.8180684,1.2080721,0.50638473,-0.96404064,0.71266484,1.194389,1.7948878,0.84172785,-0.5036538,-0.6040099,0.47277611,0.99044615,1.5016487,1.0146133,0.8955836,-0.98131114,-0.8508928,0.31570125,0.99074954,0.71167904,-0.73673207,0.4488853,0.86571544,1.0141897,1.5007449,1.2656195,-0.8300594,-1.1511813,0.25902018,0.53728145
/film/film/prequel	-0.904795,-0.13855858,-0.3497074,-0.2117431,0.3354056,-0.70905507,-0.1679846,1.7580452,1.1413938,1.3217489,-1.3431467,1.0616633,-0.6100409,0.69284314,-0.32139245,0.077429816,1.3617346,0.9454323,-1.0392361,0.1277061,-1.0075812,-0.6639302,-0.7942094,-0.9623614,-0.97390383,0.23061626,1.1163222,0.18803933,0.7286839,-1.4026105,-0.010976121,0.69657165,0.34036556,1.2731831,-1.0056814,0.64244634,0.0480528,-1.2139097,-0.68758416,-2.4963734,-0.8706475,-1.4050004,-0.41732582,1.2904942,0.22648127,0.75232196,-1.3333261,0.16071142,0.5980149,-0.010441931,-0.08629933,0.9768638,0.630479,0.851069,-0.99272877,-0.8032294,0.84487593,-0.5462581,-0.2934701,1.930041,1.1761899,-0.35465476,0.7629374,0.092587024,1.1025498,0.73413974,1.1824192,0.5280759,0.35490635,-0.080666095,0.4491034,-0.73205394,0.29972225,-0.075839296,0.20327164,1.0465689,-2.079807,2.3998976,-0.6825751,-0.49121246,-1.8737392,1.1316451,2.0552878,-0.18781269,-1.2062206,-0.47366786,-0.15712194,-1.2483338,-1.2862388,-0.16037805,-0.0026947455,-0.20450471,-1.0100782,0.25979474,-0.4109202,1.453556,-0.11482953,-1.7834389,0.17760758,0.3708773
/organization/organization/headquarters./location/mailing_address/state_province_region	-1.0680428,-1.2725669,1.5363241,-1.3773963,1.6102895,0.8390368,1.0540446,-1.0424738,0.8883069,1.1824933,0.70311654,-0.746566,1.0989678,-0.2051543,-0.44163477,0.72086746,0.29382408,1.6570891,0.36279228,-1.1751802,0.22693755,0.1189381,0.27377546,-0.816176,0.9610779,-0.6096338,2.353649,-0.13162379,0.050921597,2.477419,0.16351306,-0.2066594,-0.7054281,-0.76771253,1.8832598,-1.7336448,-1.3408153,-0.09708125,1.4593304,0.7571213,1.0577903,0.22124107,0.066148914,-0.75056994,0.14963008,0.36296406,0.04155346,-1.5716686,-2.049057,-0.13370988,0.2672099,1.461966,-0.67551696,0.4357745,-0.5316438,-0.18957607,0.014513028,-1.1020824,-0.38649693,1.0510073,0.7937296,-0.61173946,-0.041750856,1.8247805,-1.2841843,1.3205829,0.9477989,1.6413494,-0.532489,-0.79622823,1.0662439,-0.2638282,1.1128733,-0.1108321,0.5285979,1.654326,-0.14196855,-1.0473641,-2.0864575,-0.41349232,0.96464705,-0.54039055,-1.1334126,0.89036137,1.7020497,-0.93466896,1.2490258,1.6679612,-1.3074863,-0.71378815,1.07787,0.1450596,-0.65908736,-1.1786608,-2.4325395,-1.1034222,-1.8048729,-2.4815662,-0.069669984,0.32400027
/music/performance_role/regular_performances./music/group_membership/role	-0.30503446,0.7178915,1.1850317,-1.7868223,-1.7983422,1.0601275,-0.5798474,0.46051085,-1.6445215,0.5072282,-0.8723591,0.34182593,0.60455346,0.7801915,0.80295366,-0.41839683,1.000694,2.0871694,-1.4336282,0.0711444,0.97781825,1.7302905,0.75247085,1.5658522,0.30546784,0.11458506,1.0832535,0.46852228,0.53887975,-0.46039733,-0.59645814,-1.0622462,1.6624205,0.73864585,-0.44720432,0.53409934,1.0091914,0.9629961,-0.71660244,-1.7120285,-0.6003724,0.6586488,0.97911626,0.8217039,-1.4086757,-1.3280659,-0.42139786,-1.005143,0.5198711,1.0965332,0.43322188,-0.031071603,-1.5217085,0.9565144,-0.2117364,-0.38656196,0.44214222,1.3906596,0.90934324,1.6844419,1.3012815,-0.5181587,0.90778047,0.8710702,1.2379376,-1.7544503,1.342652,-1.2006514,1.2261032,-0.14592196,-1.0236611,1.0003915,0.9072295,0.24719727,1.7356036,-0.31557393,-1.8456197,-0.44555745,1.1620681,-2.3152459,2.0173109,0.28489158,0.45044827,-0.4384067,0.29709673,-0.73096067,-0.43710288,0.6851077,0.93589044,-1.1023575,0.9238633,0.544897,0.7669376,-0.72384584,-1.3104717,0.45129386,0.70237607,-0.96765125,1.180111,0.57778776
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	0.21215618,-1.4561766,0.17038596,-1.2634223,0.8625847,1.9271805,-1.2293175,-0.27974093,0.07650604,0.044933494,0.8119398,1.4853848,-0.63774335,-1.2703853,0.35904354,-1.1108145,-1.2972071,-0.56556773,0.095618784,-0.68438816,-1.6197718,0.69420356,1.1320801,-0.51273876,-0.04349468,0.15976785,0.6256019,-1.7344322,1.0695914,-0.480377,-0.12977543,-1.413588,0.35990986,-2.1413496,-0.4279435,1.2513691,1.1593626,-0.525343,-1.8675327,-0.48361495,1.7236016,-0.45518726,1.6605127,0.16782777,-0.93074644,-0.23281953,-0.055534538,0.6374108,-1.2057478,-2.1751013,0.77719194,-0.102109924,-0.87163705,-0.5823555,-0.4520408,-1.0288521,-0.6687924,-0.62326014,0.6646882,-0.5991218,0.84217113,-0.60428137,-0.18157323,0.80031127,1.6212974,0.7846788,-0.46120122,1.5414283,-0.5809667,0.46952596,0.3486092,0.6006063,1.7891382,-0.56123906,1.3369621,-1.1260056,-1.4582039,0.86151487,-0.3482166,0.33630803,1.061389,-1.1836925,-0.6673949,-1.002443,0.86913115,-0.14724119,2.3582125,-0.9202278,1.2686334,-0.67098576,2.1562564,0.19749558,0.5071334,-0.22473791,-0.93389595,-0.48218673,-1.5499024,-0.33331364,-0.73464,0.77622163
/film/film/edited_by	-1.5183915,-0.8848796,-0.17598717,-0.20151146,-0.28238875,0.7957966,-1.5984794,0.83222884,-1.7345072,-0.85039407,-0.8540828,2.109872,-1.3535987,-0.13674681,-0.038557753,0.21662085,-2.551274,0.7292956,-0.8973415,-0.8516203,2.2045252,1.8686192,-0.56799793,1.6175302,-0.1412321,-0.14677006,-1.6461378,0.43428046,-0.091439076,1.0693352,1.0468822,1.0323185,0.84584033,-1.0978357,-0.6117264,0.2311971,1.113133,-1.6955566,0.80609816,0.07940011,-0.17711005,2.4028249,1.3199286,0.16788267,1.3442738,0.09381928,1.060166,-1.5263603,-1.4026676,1.4121549,-2.672569,0.31870008,1.0199742,-0.46992952,0.7303105,-0.557142,0.5375076,1.0360128,-0.31894132,0.7938408,0.3724292,0.46872556,2.0622787,-0.21550718,0.78504497,0.10931667,1.5023475,-0.09152138,1.8526065,0.585487,0.055369884,-0.2538539,0.68728286,-0.87240154,-0.04413325,0.06680592,0.34443083,0.6409116,-0.18692541,0.05746464,1.0402179,1.3308308,1.1329592,-1.0231235,-0.90809184,-0.32275936,-0.9666675,1.5742869,1.3033792,0.6832078,0.3015152,0.508469,0.5729113,-0.054429512,1.0393676,-0.85383207,-0.06111178,-0.60564846,-0.886206,-0.5257594
/government/governmental_body/members./government/government_position_held/legislative_sessions	1.2375536,-0.066862196,1.6000643,0.81194717,0.49748528,-0.47078285,-1.2192693,0.4182734,0.34221774,1.3378836,-0.1871235,2.5353968,-0.41504574,0.4945479,0.15370947,-0.0112597225,-0.5954702,-0.79803187,-0.6118403,0.6742444,0.17350747,0.12182231,1.3712951,-0.22183357,-0.3076979,0.5980922,0.3825279,-1.731792,-0.36154103,-0.18554191,-0.18060324,1.0857686,-1.3904998,-1.7482902,0.7273534,-0.31030577,0.058840595,-0.36594334,-0.24123628,-1.4315923,-1.2638888,-0.94992405,-2.7342818,-0.9209741,0.61563885,0.7988385,0.12038637,0.12822382,-1.5959108,-0.5767979,-1.7349616,-0.3483235,0.8450624,-0.84621364,0.043570478,-1.2871556,1.248415,0.07130432,-0.7830297,0.2554475,1.7701721,-0.30475408,-0.014600246,-0.050678603,-0.65084696,-0.08170689,-0.63302946,-2.066094,0.095606826,-0.67418355,0.5458971,0.094497934,-1.1933032,1.48041,1.2252132,0.69318193,1.1714039,0.6685622,0.77788144,0.3937245,0.33171022,-0.26910263,-0.44628036,-0.37918878,-1.1471657,-1.1766123,-0.14853866,0.12067357,-0.6316986,-0.17415838,0.035947274,-1.0724422,0.25033155,-0.34239656,-0.37450874,-1.0379081,-0.048915166,-0.95785433,1.3839444,-0.19947986
